,index,essay,bsq,label,set,b
558,1443,"The builders of the Empire State building faced a @CAPS1 of @CAPS2 as they attempted to allow dirigibles to dock there. The largest problems the builders encountered were due to safety and actually mooring the dirigible itself. The hydrogen used within the dirigible was unsafe, as hydrogen is very flammable. If the hydrogen caught on fire, especially over a place as densely populated as New York City, many people would be harmed. Additionally, the builders were faced with the task of mooring the dirigible. Dirigibles were normally anchored with heavy lead weights. However, if one used those weights to anchor the dirigible above city streets, pedestrians below could potentially be injured. Actually allowing the dirigible to dock brought up another problem for the builders to address: if the dirigible was tethered to the mast on top of the Empire State Building, the dirigible would swings around and around the mast to wind. Ultimately, the builders were unable to address these issues and the Empire @CAPS3 Building is now used mainly as an observation deck and building.",Does the essay demonstrate understanding of the excerpt?,1,train,c0
559,55,"In the excerpt from ""the mooring Mast""by @ORGANIZATION1, the builders faced many obstacles in attempting to allow dirigibles to dock on the Empire State building. First, they risk having the dirigibles from places outside the U.S cause a fire. @ORGANIZATION1 states ""Most dirigibles from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable"" (@CAPS1. @NUM1). This would become a big issue because they will run the risk of having other dirigibles pass our highly densed air and cause a fire inadvertently. By building a loading dock they are potentially harming the area of downtown New York. Second another obstacle that would get in the way of building the dock is nature. Builders say ""The wind on top of the building were constantly shifting due to violent air currents"" (@CAPS1. @NUM2). Even if they attempt to tie down the dirigibles there is a chance that the back will move around. the idea that the winds would be too much to handle they brought up alternatives like lead weights, but it will become a hazard for pedestrians. Finally there was a law that prevented any airships to fly too low. The article reads ""This law would make it ilegal for a ship to ever tie up to the building or even approach the area"" (@CAPS1. @NUM3). the law made it extremely hard for the builders. The overall idea was to make the airship to land on the building, and this obstacle made it a bigger problem. The idea of a dock vanished, it was too much of a risk to do it. Nevertheless the excerpt by @ORGANIZATION1, ""The Mooring Mast"", describes the challenges put upon builders to build a dock.",Does the essay demonstrate understanding of the excerpt?,1,train,c0
560,1118,"In this excerpt, the builders faced many obstacles with the Empire State Building in attempt to allow dirigibles to dock there. Some of those problems included weather, height, and the gases used to to fuel the dirigible. The weather was a tough force to beat. If the dirigibles were to dock at the building, the wind at that height was more extreme, and could cause the dirigible to swerve. The next contributing factor was height. In the excerpt, it stated that law ordered a limit. If the dirigibles were too low to urban areas, it would be unsafe. At any moment something could cause the dirigible to fall and crash on buildings and pedestrians. The last obstacle is the type of gas used. Apparently hydrogen is highly flammable compared to helium. Which could also cause harm to the passengers. In conclusion, weather, height, and the type of gas used, were all among the many obstacles that the Empire State Building would face when allowing dirigibles to dock there.",Does the essay demonstrate understanding of the excerpt?,1,train,c0
561,795,They had to build the tower just right or els there would be landing problems if they added the sight seeing thing People would pay any price but the price of keeping it stable was not worth the effort. In the end the people were like going to make this a very popular thing but it was not up to them if it was or wasnot popular Wind and Landing always stood in there way so they paid alot-o-money to restableise the building. This ended up being a profit and ride of a lifetime,Does the essay demonstrate understanding of the excerpt?,0,train,c0
562,1572,"The builders faced many obstacles when trying to build the empire state building. First of all for it to be a @NUM1 ft building it would have to have a very strong base to support it and they had to reinforce the base too to be able to mount the mooring mast on top. They also faced issues with the strong air currents that flowed above New York. None of the dirigibles were able to dock because of the high current. The mooring mast also placed stress on the frame. ""A thousand foot dirigible moored at the top of the building held by a single cable tether, would add stress to the buildings frame."" this proves proves how much difficulty the builders were going to have with the construction of the Empire state building.",Does the essay demonstrate understanding of the excerpt?,0,train,c0
563,308,1.) dirigibles were being hailed as the transportation of the @NUM1.) they had a top speed of @NUM2 miles plus cruise at @NUM3 miles per @NUM4.) Some were as long as @NUM5 feet.,Does the essay demonstrate understanding of the excerpt?,0,train,c0
564,1385,"To start off, the builders of the Empire State Building had faced many obstacles in attempting to allow dirigibles to dock there. Many of the obstacles had delt with the dirigible itself. For example, the dirigible was highly unsafe and flammable by the 1930s. ""When the German dirigible was destroyed by fire, New Jersey, on May 6, 1937 realized how much worse that accident could have been if it had taken place above a densely populated area, such as downtown New York."" Another obstacle that the builders had faced was nature itself. The winds were constantly shifting due to violent air currents. It would be highley dangerous for a dirigible to fly that close to a mooring mast with winds like that. Also, dirigibles could not fly near the Empire State Building, due to an existing law against airships flying too low over urban areas. This law would make it illegal for a ship to ever tie up to the building or approach the area. Al Smith's dream was to make the Empire State Building suitable for transportation, but sometimes dreams don't always go threw.",Does the essay demonstrate understanding of the excerpt?,1,train,c0
565,499,The greatest reason was one of safty: most dirigibles from outside of the United States used hydrogen rather than helium and hydrogen is highly flammable. The greatest obstacle use of the mooring mast was nature itself. The on top of the building were constantly shifting due to violen air currents,Does the essay demonstrate understanding of the excerpt?,0,train,c0
566,1584,"In the excerpt, the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock on it. When building the Empire State Building the architects had to take the height.. of the building and mooring mast into account. They simply could not drop a large glass and chrome mooring mast on top of the buildings flat roof. Also the wind currents over one thousand feet high our rapidly changing. An extremely large dirigible board at the top of the building would ""add stress to the buildings frame"". (@NUM1) The architects would have to modify and strengthen its steel frame for the safety of the building. These changes would cost over sixty thousand dollars. But alas, the mooring mast of the empire state building never fufilled its destiny due to these obstacles.",Does the essay demonstrate understanding of the excerpt?,1,train,c0
567,1601,"Al Smith and other workers are working on Empire State Building. They been having a few obstales with the project like they can't have it has high as they wanted it. They had to fix the mast skeleton if they wanted to do more. The Dirigibles for example. ""Most dirigibles from outside of the United States used hydrogen than helium, and hydrogen is highly  flammable. When the german dirigible Hindenburg was destroyed by fire in Lakehurst, New Jersey on @DATE1. This explains they had gotten a law after this from happening so they can't have things near the Urban areas. This proves that there were @CAPS1 with Empire State building that they worked around",Does the essay demonstrate understanding of the excerpt?,0,train,c0
568,953,"Based on the excerpt, ""The Mooring Mast"", by Marcia Amidon @CAPS1, the builders of the Empire State Building faced several obstacles in attempting to allow dirigible to dock there. The builders of the Empire State Building failed to realized that building the mast would create too many problems and safety risks. Without thinking about the obstacles, the mooring mast also had problem on its own anyways. According to the excerpt, one of its greatest obstacle was ""The winds on top of the building were constantly shifting due to violent air currents."" This resulted to being a problem because the dirigible could go anywhere, not landing in the mast properly and cause damage. With this problem also came risks for pedestrians who are on the streets. The dirigibles ""...could be weighted down in the back with lead weights"" because it used open landing fields. This was not a good idea to be using these at the Empire State Building. Another thing builders should have considered was that there was a law in place already that is ""...against airships flying too low over urban areas."" All in all, there were alot of things that builders should have considered before attempting to allow dirigible to dock there",Does the essay demonstrate understanding of the excerpt?,1,train,c0
569,201,"To have a building built Over @NUM1 ft. tall and expect dirigibles/blimbs be able to dock there is dangerous and has many obstacles around it. First, the weather is not always nice. If you have a windy day the blimb is going to sway back and forth over thousands of pedestrians in New York. Putting lead blocks in the back would be very dangerous. you have lead in the back swaying with thousands of people underneath you. Secondly, most blimbs outside of the U.S. used hydrogen rather than helium. Hydrogen is very flammabe, and could destroy a whole building if the fire spread... Finally, blimbs could not moor at the Empire State building if it is against the law for an airship to hover to low to urban areas. Those are many reasons why blimps could not moor at the Empire State building.",Does the essay demonstrate understanding of the excerpt?,0,train,c0
570,352,"In attempting to allow dirigibles to dock on the Empire State Building @CAPS1 had to face many obsticals. Alot of obsticals were straightforward and not ecnoliged By the @CAPS1 for example ON page three @CAPS2 @NUM1 and @NUM2 and it says that is was ""unsafe Because the dirigibles were filled with Hydrogen"" wich is Highly flammable. there were @CAPS3 in the @CAPS4 Because of them Being flammable the german Dirigible Hindenburg was Destroyed By fire. there was also violent air currents and a law against air ships flying too low over urban areas",Does the essay demonstrate understanding of the excerpt?,0,train,c0
571,962,"While dirigibles were being invented in the early 1930's. Many workers and financial men and women faced problems when trying to dock dirigibles. A dirigible was a live propeller that passengers who boarded the dirigible could ride. It was a closed compartment under the balloon. Getting back to the point of these inventions. Dirigibles were a dangerous device from what the passage says. From outside the United states they used hydrogen, not helium. The cause affect in using hydrogen is that it is highly flammable. The German dirigible... named Hindenburg, exploded by the cause of fire on May 6, 1937 in Lakehurst, New Jersey. Dirigibles was a very dangerous device back used in the 1930's. So then by the late 1930's, the idea of wing transportational diribles faded away. Later on they took passengers baggage of dirigible and made it into the world's largest soda fountain and tea garden.",Does the essay demonstrate understanding of the excerpt?,0,train,c0
572,269,"The builders of the empire State Building faced many problems atempting to dock dirigibles. Most of these problems were safety concerns. One issue was the use of hydrogen, which is highly flamable and explosive gas. A fire acident would be catastrophic, since down town newyork is densely populated. Another problem was that the tail of the dirigible could not be weighted down as it usualy is, because then thered be massive weighs dangling over the streets. With the winds blowing and the blimp not securely tethered, and not weighted, Dirigibles would have swayed and moved around. That creates the risk of the blimp getting punctured by sharp edges on other buildings. Also if the blimp ever successfully moored it would create tremendous stress on the building. Besides the technical issues there were some obvious obstacles that oddly never got considered or addressed. The first being a law prohibiting low-altitude flights of airships over urban centers. That makes it illegal to even attempt to land, meaning there was never any remote chance of the mooring mast functioning. The second promblem was, the proper mooring equipment were never installed. That meant no attempt could ever succeed. The builders faced many obstacles building the mast but they're biggest obstacle was lack of preparation, failure to address obvious problems.",Does the essay demonstrate understanding of the excerpt?,1,train,c0
573,1694,"The builders of the Empire State built two floors just for the passengers to drop off their luggage. They had a view in those floors, and was the idea didn't work, they wasted money on those extra rooms.They started working on the build and attempt to make dirigibles dock on the top, but they wasted alot of time and money, and it was just a waste altogether.",Does the essay demonstrate understanding of the excerpt?,0,train,c0
574,1373,"In the excerpt The Mooring Mast by @ORGANIZATION2, the builders of the Empire State Building are faced with several obstacles on they attempt to allow dirigibles to dock there. The first obstacle they encountered was designing a mooring mast that could with hold the stress of the dirigible's load. In stanza @NUM1 the author writes, ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the buildings frame."" @CAPS1, the steel frame of the Empire state building would have to be modified and strengthened to ameliorate this problem. Next, the greatest obstacle they faced was the strong winds on top of the building. In stanza @NUM2, it say, ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast."" This arrived as a huge problem as the architects could not weigh down the back of the ship because it could endanger pedestrians. Lastly, in stanza @NUM3 it states there is ""an existing law against airships flying too low over urban areas."" @CAPS1, it would be illegal for the dirigibles to tie up to the empire state building or even come close to the area. Due to these three obstacles the plan of using a mooring mast became an idea of the past.",Does the essay demonstrate understanding of the excerpt?,1,train,c0
575,926,"There were many obstacles the builders of the Empire State building faced in attempting to allow dirigibles to dock there. For one thing, the builders couldn't simply place a mast on top of the empire state building, because the building would surely collapse. ""A thousand-foot dirigible moored at the top of the empire state building, held by a single cable tether, would add stress to the building's frame"". To change and fix this problem, over sixty thousand dollars would be needed for the modifications. Another obstacle the builder's failed to see was the actual construction of a modern-day dirigible. The dirigibles, ""used hydrogen rather than helium, and hydrogen is highly Flammable"". If the dirigibles were to ever explode while docking, the situation would have been horrible over a densely populated area of New York. Lastly, the greatest obstacle of the building was nature itself. ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around"". this would be very dangerous. The dirigible could @CAPS1 over pedestrians the streets meaning it was not safe at all. There are three obstacles that prevented the empire state building from allowing dirigibles to dock there.",Does the essay demonstrate understanding of the excerpt?,1,val,c0
576,1702,"Obstacles builders faced in constructing the Empire State Building to allow the attempt of a dirigible to dock were blind. The tuge and pull of the unforecast wind made the dock dangers for passangers and the buildings foundation. However, making such attemps were eleagl for dirigibles to fly over urban areas, incase of failer. Spires as well made the drop impossible for them to approach also in case of puncher. Spending sixty thousand on modification to moor mast on the @ORGANIZATION2 for the safe dock of dirigibles. The idea was lost to the creation of the mordern new airplane.",Does the essay maintain clarity throughout the description?,0,train,c10
577,375,"In attempting to allow dirigibles to dock on the Empire State Building, the builders faced many obsticles. In order for the dirigibles to anchor there, a mooring mast must be added. The architects then had to find a way to add ""a thousand-foot dirigible moored at the top of the building"" without adding stress to the buildings frame. ""The greatest obstacle to the successful use of the mooring mast was the nature itself"". Architects knew that they could not control the weather, and this worried them. Another obsticle the builders faced was the ""law against airships flying too low over urban areas"". If dirigibles were able to reach the building something could go wrong. Builders ""feared that the wind would blow the dirigible onto the sharp spires of other buildings in the area"". The obsticles the builders faced soon became pointless when ""the idea of using the mooring mast for dirigibles and their passengers had quietly disappeared"".",Does the essay maintain clarity throughout the description?,1,train,c10
578,662,"The people who built the Empire State Building had many problems building it. The one obstacle to their expanded use in New York was the of a suitable landing area. The Empire State Building was going to have a mooring mast at it's top for docking these new airships, which would accommodate passengers on already existing transatlantic routes and new routes that were yet to come.",Does the essay maintain clarity throughout the description?,0,train,c10
579,178,"In the excerpt ""the Mooring Mast"", the author @ORGANIZATION2 explains some of the obstacles that the builders had to face in their attemp of allowing dirigibles dock on the mast of the Empire State Building.First of all, the dirigibles were big and heavy and needed space to land. @ORGANIZATION2 stated that ""some were... the same length as four blocks in New York City."" If the builders wanted to @CAPS1 dirigibles on top of the building, they would need a lot of space to build a big landing platform for a safe landing.Secondly, the decided that they could not land dirigibles on a flat roof and decided to tie it with a cable tether. The authors says ""the architects could not simply drop the mooring mast on top of the... flat roof."" They realized that the weight of the dirigible would deform the buildings structure and that the strong winds could cause damages down to the foundation of the building.In conclusion, the workers faced many obstacles in order for them to @CAPS1 dirigibles on top of the State holding.",Does the essay maintain clarity throughout the description?,1,train,c10
580,83,"The obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there included issues in safety, nature problems, and a dilemma with a law. Safety was a major concern as many dirigibles used hydrogen, which was highly flammable. An example of such a dirigible was the German Hindenburg, which went up in flames in Lakehurst, New Jersey. As the article ""The Mooring Mast,"" by Marcia Amidon Lüsted, states, ""the owners of the Empire State Building realized how much worse the accident could have been if it taken place above a densely populated areas such as downtown New York City."" @CAPS1, nature was a big obstacle the owners faced, as the winds on top of the building constantly shifted. According to Lüsted, this would have caused the back of the dirigibles to ""swivel around the mooring mast,"" which would not have been ""practical nor safe."" @CAPS2, there were legal issues the builders faced. There was a law at the time restricting airships from flying too low over populated areas. As the article notes, ""This law would make it illegal for shipped ever tie up to the building or even approach the area."" The builders of the Empire State Building faced issues with safety, nature, and the law.",Does the essay maintain clarity throughout the description?,1,train,c10
581,857,"Builders of the Empire State Building faced many obstacles in attempting to allow dirigibles. The first problem was the material of the dirigibles. Dirigibles ""were actually enormous steel frame balloons with envelopes of cotton fabric filled with hydrogen and helium make them lighter than air."" The first problem is that it's material could be broken if happened to fly into a sharp area of the building, and the ""violent air currents"" did not help. Since the dirigibles could not be weighted down at the Empire State Building, it would be dangerous to have them ""dangling high above pedestrians on the street."" Another obstacle was the fact that the dirigibles were filled with hydrogen. Although dirigibles from the United States were filled with hydrogen and helium, ""most dirigibles from outside the united states used hydrogen rather than helium, and hydrogen is highly flammable."" With these obstacles builders of the Empire State building faced in attempting to allow dirigibles dock there, the theory did not work out in reality.",Does the essay maintain clarity throughout the description?,1,val,c10
582,1329,"Based on the excerpt ""The Mooring Mast"" by Marcia Amidon @CAPS1 the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. These obstacles include the weather, safety, previous dirigible tragety, and the law.The wind at the top of the Empire State building was a huge safty hazard because even if the dirigible was secured the back would swing a cause a potential hazzard due to the unpredictable winds. To fly a dirigible they are filled with hydrogen instead of helium, this is also dangerous because hydrogen is very flammable. On May, 6, 1937 the hindenburg was destroyed by fire in Lakehurst, @LOCATION3, so the owners took into consideration this could have been much worse if the accident had taken place above a densely populated area such as New York. Dirigibles are very unsafe so this created many obsticles for the builders of the Empire State Building to allow dirigible to dock there.",Does the essay maintain clarity throughout the description?,0,train,c10
583,272,"In the passage, The Mooring Mast by @ORGANIZATION2, the obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there are out lined. These obstacles were safety, nature, and law, Safety was an obstacle because the passengers on the dirigibles would be put in danger. This is evident in the line, ""...dirigibles from outside of the @LOCATION1 used hydrogen rather than helium, and hydrogen is highly flammable."" The dirigibles could have blown up, as many have in the past. Nature was an obstacle because the dirigibles could have a hard time attaching to the mast if the weather is un desirable. This is supported in the quotation, ""...winds on top of the building were constantly shifting due to violent air currents."" The wind could cause the dirigibles to move around uncontrollably, which wouldn't be very safe for anyone. There was a law against airships in urban areas that was an obstacle. This law is explained in the quotation, ""this law would make it illegal for a ship to ever tie up to the building or even approach the area."" This law made it unnecessary to have the mooring mast, as it could not be legally used. The obstacles outlined in the passage The Mooring Mast by @ORGANIZATION2, allowed the architects to avoid wasting funds on something that wouldn't be profitable.",Does the essay maintain clarity throughout the description?,1,train,c10
584,148,"The builders of the Empire State Building faced many obstacles. The dirigibles weren't safe in a city like New York because of violent wind currents at the top of the building that would make the dirigibles ""swivel around and around the mooring mast."" Also many blimps from outside the United States were filled with hydrogen, which is highly flammable. If there was an accident like the Hindenburg in New York, more than just the passengers would be harmed. Another obstacle was that there was a law forbidding airships to fly too low over urban areas. This law made it illegal for ships to even go near the Empire State Building.",Does the essay maintain clarity throughout the description?,1,val,c10
585,1690,"In the excerpt the obstacles the @CAPS1 of the Empire State Building face in attempting to allow dirigibles to dock there was the ""lack of a suitable landing area"". (p. @NUM1) @CAPS1 were trying to attempt a suitable landing area to allow dirigibles to anchor there for several hours for refueling or service, and let passengers off and on. @CAPS1 try to attempt an electric winch. This ""would swing in the breeze and yet passengers could safely get on and off the dirigible by walking gangplank to an open observation platform."" The biggest obstacle, @CAPS1 of the Empire State building was to ""nature itself"" which meant that dirigibles moored in open landing fields, where they would be high above pedestrians on the street where it was neither practical nor safe. @CAPS1 of the Empire State attempted these causes to allow dirigibles to enter on the property of the Empire State Building!",Does the essay maintain clarity throughout the description?,0,train,c10
586,451,"The builders of the Empire State Building had a few obstacles to face when attempting to allow dirigibles to dock there, as written by Marcia Amidon Lüsted in the,The Mooring Mast. Al Smith, the architect of the Empire State Building, didn't want his masterpiece to be only for show, so he gave it purpose; a dock for dirigibles. By adding a comma ""thousand-foot dirigible moored at the top of the building, held by a single cable tether,"" the buildings frame would be under much stress; ultimately making the structure unsafe. To alter the frame and wind pressure, over @MONEY1 would need to be accumulated. If an accident were to take place, like in Lakehurst, New Jersey, the densely populated city would be in grave danger. Although these obstacles can be overcome, the obstacle of mother nature herself, cannot.",Does the essay maintain clarity throughout the description?,1,train,c10
587,1626,"In building the dirigible docks on the Empire State Building builders faced an onslaught of problems that should have been easy to pick up on. Everyone got caught up in the hype in my opinion. Outside of the U.S., other dirigibles used hydrogen, which is highly flammable, instead of helium. After the Hindenburg disaster, ""... the owners of the Empire State Building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York."" Winds also played an obstacle in the construction. ""... the back of the ship would swivel around and around the mooring mast."" The dirigibles would not be able to tie to the dock and stay because of violent air currents. There was a law holding airships from flying too low in urban areas. ""The law would make it illegal for air ship to ever tie up to the building or even approach the area...,"". Finally, times changed and planes became the new fad for air transport, ending dirigibles run as the main provider.",Does the essay maintain clarity throughout the description?,1,train,c10
588,943,"The builders of the Empire State Building faced several obstacles in their attempts to allow dirigibles to dock there. The first problem they faced was the issue of safety. Most dirigibles were fueled by hydrogen, which was highly flammable. This danger was shown by the Hindenburg disaster in New Jersey, and the owners of the building did not want to face a similar accident in a place as densely populated as New York. Another obstacle that arose was the fact that the violent wind at such an altitude would toss the back of the ship back and forth. This would not only be a technical hassle as it would also make it nearly impossible to get passengers in and out of the dirigible, and make it a frightening experience for anyone inside the ship as well. In addition, the ships could not be weighed down with lead weights as it would be too risky to have them dangling high above pedestrians. A final implication was that if dirigibles moored at the Empire State building, it would violate an existing law against airships flying too low over urban areas. Because of this, docking a ship there would be illegal which obviously way not helpful to the project. In the end, these obstacles were the key reasons that the endeavor failed. ",Does the essay maintain clarity throughout the description?,1,train,c10
589,181,"The builders of the Empire State Building faced obstacles attempting to allow dirigibles to dock there. One of the main obstacles was, the lack of a good landing area. Dirigibles were pretty big and there wasn't a great spot for it. ""Some were as long as one thousand feet, the same length as flour blocks in New York City""- paragraph 6. therefore caused problems to the builders to figure out where to put it.",Does the essay maintain clarity throughout the description?,0,train,c10
590,1321,"There were many obstacles the builders faced in attempting to allow dirigibles to dock on the empire State building. One obstacle they faced is the safety of the passengers when the dirigibles would dock and the frame work of the building wouldn't collapse. I know this because in between paragraph @NUM1 and @NUM2 the excerpt says, ""'One set of egineers are here in New York is trying to dope out a practical, workable arrangement and the government people in Washington are figuring on some safe way of mooring airships to this mast.'"" The mast weighs alot so they're afraid it will put too much pressure on the empire state building. The egineers were also afraid of the dirigibles blowing up because the dirigibles use hydrogen. Hydrogen is way more flammable than helium. I know this because in between paragraph @NUM3 and @NUM4 it says, ""Most dirigibles from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable. These were a few of many obstacles the workers faced",Does the essay maintain clarity throughout the description?,0,train,c10
591,1102,"There were many obstacles that the builders of the Empire State Building faced. One of the greatest being safety. As stated in paragraph @NUM1, most dirigibles from outside of the U.S used hydrogen rather than helium. Hydrogen is highly flamable. Also another issue was purposed in paragraph @NUM2, this was nature itself. The winds at the top of the building were constantly shifting due to violent air currents. Even if the dirigible were tethered down, the back of of the ship would swivel around the morning mass. Yet another obstacle as to the reason why dirigibles couldn't dock at the Empire State Building was in paragraph @NUM3, this was an existing law against airships flying too low over urban areas. These obstacles made it nearly impossible for the Empire State Building to serve it's original purpose.",Does the essay maintain clarity throughout the description?,1,val,c10
592,1209,"The architects who built the mooring mast on the top of the Empire State Building had many problems with actually docking any dirigibles there. When they @CAPS1 building the idea of being able to dock blimps on the top of a building was revolutionary and ideal. But they had many issues with safety, weather and laws. One issue with safety was that the gas inside the dirigibles, hydrogen, is highly flammable. One accident could harm hundreds of people in New York's streets. The wind on top of the building was also very strong. Making it difficult for any blimp to get in close enough. the last difficulty  that the builders had was laws. There were certain laws not allowing air ships to fly too low over high populated urban areas. While their mooring mast seemed like a good idea to start out with, sadly it never got much use.",Does the essay maintain clarity throughout the description?,1,train,c10
593,936,"In the excerpt, there where many obstacles the builders of the empire state building faced in attempting to allow dirigibles to dock there. The problems where that the dirigible being ""held by a single cable tether, would add stress to the building's frame"", and the wind pressure wouldn't help either, as stated in @CAPS1 @NUM1. Another issue was that, as said in @CAPS1 @NUM2, ""most dirigibles from outside of the united states used hydrogen rather than helium"",... ""hydrogen is highly flammable"", Also in the @CAPS1 @NUM2, ""The owners of the empire state building realized how much worse,"" a accident could be ""if it had taken place above a densely populated area such as down town New York. These are the problems the builders faced.",Does the essay maintain clarity throughout the description?,0,train,c10
594,1797,"There were many obstacles that the builders of the Empire State Building faced. One of the obstacles faced was when trying to dock on top of the building. Since it was so tall, there were very harsh winds that the dirigibles could be controlled. When the Los Angeles tried to dock there, it couldn't, because ""[it] could not get close enough to tie up because of forceful winds."" Also, ""the @CAPS1. could not even take his hands off the control levers."" because the dirigible might bump into other buildings if he did. Another obstacle they faced was that New York was densely populated and the mooring mast was surrounded by other buildings. If it caught on fire like the Hindenburg it could be a huge problem. ""... how much worse that accident could have been if it had taken place above a densely populated area."" The third huge obstacle they faced was that there was an actual law against anything flying that low in cities. There was, ""an existing law against airships flying too low over urban areas."" This meant that the dirigibles couldn't even get close enough to tie up since they were allowed to fly down to it. Since there were so many apparent obstacles and flaws in the plan, the builders should've caught it before and never built the mooring mast above the Empire State Building",Does the essay maintain clarity throughout the description?,1,train,c10
595,1207,"The Mooring Mast by @ORGANIZATION2 is about the Empire State Building and the expectations that people had for it. In @DATE1 it was announced that the Empire State Building would reach the height of 1,250 feet. The point of the selection is to show that there was another idea that the Empire State building builders were trying to make a reality. The builders came across some obstacles while trying to allow dirigibles to dock there, such as the building not being stable enough to support the dirigibles, having to add frame work, and the possible dangers of making this idea a reality. ""The stress of the dirigible's load and the wind pressure would add too much stress to the buildings frame."". Because of this added stress ""the steel frame of the Empire State building would have to be modified and strengthened."" Then when a dirigible was destroyed, the owners of the Empire State building realized how much worse it could of been it happened in a place such as downtown @CAPS1"". It is a good thing they did not do the idea.",Does the essay maintain clarity throughout the description?,1,train,c10
596,118,"There were many reasons why architects had problems allowing dirigibles to dock on the empire State building. One of the problems was that most dirigibles were @NUM1 ft long and it would be to much. There Would only be a single cable tether and it would add stress to the buildings frame. The entire Steel frame would have to be modified and strengthened which would cost over sixty thousand dollars.The greatest reason why the mooring mast would never fullfill its purpose is safety. Most dirigibles from the United States used hydrogen rather than helium, and hydrogen is highly flammable. The greatest obsticale to the successful use of the mooring was nature itself. The winds on the top of the buildings were constantly shifting due to the violent air currents. Even if the dirigible were tethered to the mooring mast the back of the Ship would swivel around. They are meant to land on open playing feilds but using these at the empire state building Where they would be dangling high above pedestrians was not safe",Does the essay maintain clarity throughout the description?,0,train,c10
597,816,"The idea of mooring dirigibles to the top of the building that stood 1,250 feet above the streets of downtown New York was a facinating and amazing idea. An idea that would bring New York into a whole ""age of transportation"" (@NUM1). Unfortunately this wonderful idea had a few holes in the plans. Later the architects that were building the mooring mast had discovered that their idea was not going to be fulfill. The idea had too many obstacles to overcome. The fact that ""most dirigibles outside the U. S used hydrogen rather than helium, and hydrogen is highly flammable"" (@NUM2). If anything was to go wrong, it would be catostrophic seeing as how below them were highly populated streets. Also, ""the greatest obstacle was nature itself"" (@NUM3). There was just too much wind to keep the aircraft steady and undercontrol. The reality of the fact was that the idea to moor derigibles sounded great but there are far too many risks to carry out the plan.",Does the essay maintain clarity throughout the description?,1,train,c10
598,753,"The empire State building had to face dangerous condition every day like @CAPS1 winds, heavy lifting, High heights.",Does the essay maintain clarity throughout the description?,0,train,c10
599,818,"Some of the obstacles facing the builders was if they were to add on the mooring mast they would have to strengthen the building integrity. This is necessary because once the mast goes the wind, pressure would have been transmitted all the way down to its foundation. More floors would have to be added to house elevators and stairs to a ticket and laggage area. They had to find a way to attach the mooring mast to the foundation, which is nearly @NUM1 feet below.",Does the essay maintain clarity throughout the description?,0,val,c10
600,656,"The builders of the Empire State Building faced numerous obsticles in attempting to allow dirigibles to dock there. One main concern was the dirigibles themselves because they use hydrogen rather than helium. Hydrogen is very flammable. If a dirigible were to explode above a densely populated area it would be desasterous. The greatest obstacle to the successful use of the building's mooring mast was nature. A mooring mast is used for docking airships such as a dirigible or a zeppelin. With these large air crafts, docking them on top of a building where winds are violently shifting is very dangerous. the back of the ship would swivel around the mooring mast, posing as a @CAPS1 threat. Dirigibles moored in open land feilds where they could be weighed down with lead weights. With a dirigible moored over the Empire State Building, it would dangle high above pedestrians, this is neither @CAPS2 nor practicle. Constructing the Empire State Building had @CAPS3 more challenges and obsticles than its architects would have hoped for.",Does the essay maintain clarity throughout the description?,0,val,c10
601,1002,"Based on the excerpt from @PERSON1's book ""The Empire State Building"", there seems to be two main problems with the docking of dirigibles in New York City. Firsty, is the problem of nature itself. The area around the Empire State Building, and all of @LOCATION3, is just too windy to have a safe docking procedure. The Naval @CAPS1 the Los Angeles attempted to dock, but the operator pulled away for fear of puncturing the zeppelin on the spire of another building. The second problem, though slightly easier to rectify was the law that prohibited any aircraft near the buildings of New York City. This basically made even attempting to dock in illegal. There are many reasons why the idea of zeppelins didn't get off the ground worldwide, and this excerpt about New York was a prime example of the obsticles that couldn't be safely tackled.",Does the essay maintain clarity throughout the description?,1,train,c10
