,Id,EssaySet,Score1,Score2,EssayText,split
397,14911,6,3,3,"DIFFFUSION, or the spontaneous movement of a substance from a high concentration to a low concentration zone;FACILITATED DIFFUSION, or when diffusion occurs through special protein channels located in the cell membrane;ACTIVE TRANSPORT, meaning that the cell invests ATP in order to transport substances in or out of the cell up the concentration gradient by special protein pumps.",train
398,13988,6,0,0,Cells use the process of diffusion to take in the substances. The protiens in the plasma membrane change their shape to carry substances throught the membrane and into the cell. Osmosis also brings substances into the cell by bringing them in through the water around the cell.,train
399,14799,6,0,0,cytokenisis -when the cytoplasm splits in a cellphotosynthesis- when a plant cell evolves and divides into a cell that is more equiped for the area that its incell reproduction- when the cell makes copies of itself,test
400,14453,6,0,0,Transcription-is when the mRNA turns into amino acids.Transfer-is when the DNA is transfered into mRNA. Translation- is when the mRNA moves towards the middle of the cell and gets ready for the t-cell to turn it into amino acids.,train
401,15176,6,0,0,"Cell membranes let go of waste, eat and engulf food and can block bad stuff from getting in.",train
402,14921,6,0,0,1.how big the openings are in the membrane.      2.what type of cells are allowed threw the openings.,train
403,14198,6,2,2,Active transport- using energy to move something across the membrane.Inactive transport- No energy needed to move a substance across the membrane.Facillitated diffusion- inactive transport that uses proteins to move a substance across the membrane.,train
404,15453,6,0,0,"Endocytosis, Exocytosis and Cellular Respiration are the three processs used by cells to control the movement of substances across the cell membrane.Endocytosis is when the substance moving across the cell membrane is brought into the cell.Exocytosis is when the substance is brought out of the cell.",train
405,13970,6,0,0,"Osmosis, Mitosis, and Cytosis.",train
406,14398,6,0,0,"osmosis, diffusion,",train
407,15046,6,0,0,The cell membrane will only allow RNA through. The flag lets it know where to enter. Then it will only let waste out.,train
408,15565,6,0,0,Cell Wall- Makes the plant cell stiff but also keeps out unwanted items or organismsCell Membrane- Lets things in and out of the cell with permission from the nucleus and Chloroplast- Help the plants maintain energy,train
409,14733,6,0,0,"The process used by cells to control the movement are substance of diffusion, the shape, and the size.",train
410,15529,6,0,0,-Nucleus allowing substances to enter through the membrane.-Cell membrane allowing substances through-Proteins leaving the membrane.,test
411,14089,6,0,0,"Three processes to control the movement of substances across the cell membrane are the nucleus, flagellum and ribosomes.",test
412,14249,6,0,0,They have the same cells so they can move from place to place.,train
413,15325,6,0,0,"Cell to cell contact,",train
414,14840,6,0,0,cell membrain cell wall potothenisis,train
415,14511,6,0,0,"One process is osmosis. Another is diffusion. The last is transfusion,",train
416,15439,6,0,0,"One use would be to remove wastes. Another use would be to recieve proteins or other necessities. Finally, it can be used to keep out harmful substances.",train
417,14019,6,0,0,The cells absorb the thing and they carry it to where ever it is supposed to go and they start that proces again.,train
418,15153,6,0,0,"The use of a flagellum -- Protist uses a flagellum to move,",test
419,14094,6,0,0,"One way is the golgi apparatus, another is mitochondria, and the third is mRNA.",train
420,15388,6,0,0,active transport    osmosisdiffusion,train
421,14823,6,0,0,One movement is passive movement. Passive movement alows substances to move freely through the cell membrane. The second movement requires an activation energy for substances to pass through. The third movement is when substances go through using proteins.,train
422,14659,6,1,1,"One way is osmosis, the way water movcs through the cell membrane. Another way is like avtive and passive transport.",train
423,14031,6,0,0,1. Golgie Apratus2. Lysomoes3. Endoplasmic Recticulum,train
424,14470,6,0,0,THAY ARE PROSESES USED BY THE CELL WALL,train
425,14475,6,0,0,One of these ways is by the cell membrane. This organelle moves and allowes acces for food for the cell . The other one is cloralplast. This is a jell like thing in side the cell and it moves material through out the cell after the substance moves through the cell membrane.,train
426,14323,6,0,0,Osmosis is the movement with water.Diffusion transports materials through the memebrane.Facilitated diffusion,train
427,14295,6,0,0,"Three processes that are udes by the cell to move substances across the cell membrane are the cell wall,",train
428,15549,6,0,0,"Osmosis, Passive Intake, Physical Intake",test
429,15169,6,0,0,"cytoplasm, vacuole, ribosomes",train
430,15492,6,0,0,A chain is the process used by cells to move something across the cell. The chain passes it from one to another and so on. Another way is when the phosphates that have two tails and a head keep things out of the cell. This makes the substances bounce back. Enzymes speed up the process.,test
431,14523,6,0,0,osmosisdiffusion,test
432,13994,6,1,1,Osmosis is the movement of water across the cell membrane. Transportation through the hols of a cell membrane is another. And the other is when they leave through lysosomes.,train
433,14208,6,2,2,One prcess is the use of the semi-permeable membrane which regulates what goes in and out of the cell. Another one is osmosis which regulates what water moleucles can go in and out of the cell. in plants their cell wall controls what can get into the cell membrane by acting as a barrier from outside organisms.,train
434,15436,6,0,0,they move with flagellas and silla,train
435,14871,6,0,0,"cells process things coming in and out of the call membrane, calls also",train
436,15528,6,0,0,The cell wallplasma membrane,train
437,15214,6,0,0,"mitosos, meisosis are two ways that cells control the movement across the cell membrane because they are the cycles where new cells are formed.",train
438,15347,6,1,1,"Cells use selective permiability to let things in and out of the cell that are smaller, and cells use transport proteins to move larger objects.",test
439,14110,6,2,2,osmosis the movement of waterDiffusion the movements of particles from high to lowactive transport is when the cell uses energy to open and close and allow certain particles in and out,test
440,15200,6,0,0,Interphase which is the longest phase in the cell.,test
441,15131,6,1,1,One is active transport which takes energy to pass through the cell membrane.,train
442,15027,6,0,0,"osmosis, active transport, diffusion",train
443,14268,6,0,0,1) The movemnets of substances acrosss the cell membrane flow through the blood streams.2)3),train
444,14155,6,0,0,it pushes unwanted waste out,train
445,15182,6,0,0,Three processes used by cells to control the movement of substances across the cell membrane would be that they; 1. The cell cycle 2. reproduction,train
446,14253,6,0,0,MITCHONDRIA-DOUBLE THE CELLCELL WALL - CONTROL WHAT COME IN AND OUT,train
447,14145,6,0,0,Cell wall is the first form of protection for the cell which controls what comes in and goes out of the cell. The second peice of protection is the cell membranewhich also helps filture the things coming and going.,test
448,15425,6,0,0,"transporting, reproducing, and protecting. They have to transport food all around the cell and different functions. The cells have to reproduce to make more cells to live. The cell wall protects the inside of the cell so nothing gets out.",train
449,14375,6,0,0,"Removes waist, takes in martierials, and",train
450,13969,6,0,0,Proteins are carried by ribosomes to the golgi apparatus.Lipids are stored in the cell membrane to later be sent all over the cell.Stuff that needs to be obstructed from the cell is decomposed by the Lysosomes that travel throughout the cell.,train
451,15145,6,0,0,they could have a cell wall.  they have guard calls. and ribosomes,test
452,15593,6,0,0,three processes are tRNA mRNA and rRNA and those trafer thing throught the membrane of the cell to synthesize proteins,train
453,14485,6,3,3,"One process used by cells is endocytosis.  In endocytosis, the cell engulfs a particle or another organism by completely surrounding it and turning the space with the particle into a vesicle.  This vesicle can now travel into the cell.  Also exocytosis is used by cells to get certain materials to leave the cell.  A vesicle is created around the particle which is then transferred outside of the cell membrane.  Another process used by cells is diffusion through protein channels.  The directs for a protein channel to be opened up in the cell membrane, and diffusion then takes its natural course of moving from an area of high concentration to an area of low concentration until equillibrium is reached.",train
454,14468,6,0,0,"The three processes are diffusion, cell movement, and also cell mutation.",test
455,14240,6,0,0,Cells use,train
456,15140,6,0,0,1:passed to a cell2:goes through something3:gets to cell membrane,train
457,14250,6,0,0,One process is active transport which cells do to get proteins.another process is when cells multiple.The last proces is when the cells reproduce.,train
458,15421,6,3,3,diffusion-is the movement of somthing froma higher concentration to a lower concentration.osmosis-is the movement of water from higher concentrations to lower concentrations through a membranesodium pottasium pump- the use of energy to transfer sodium and pottasium ions from lower concentrations to higher concentrations.,test
459,14549,6,0,0,"reproduction, cellular communication, cellular reproduction",train
460,14058,6,1,1,Diffusion- The cell transports the material across the cell membrane so the concentration is equal on both sides.Osmosis- The transportation of water across the cell membrane.,train
461,15096,6,0,0,the move throught the blood strem.the use thir tails to move.,train
462,15490,6,0,0,MITOCHONDRIA - STORES AND RELEASES ENERGY.NUCLEUS - CONTAINS ALL THE INFORMATION NEEDED FOR THE CELL TO FUNCTIONRESPIRATION - TAKE IN NUTRIENTS AND RELEASES WASTES,train
463,14645,6,0,0,Cell membrane controls what enters and leaves the cellribosomes make protein and send it where it needs to go the lysosomes control the waste of the cell and dispose of it,test
464,14367,6,3,3,"The three ways cells move things across their membraine is osmosis, active transport and passive transport. Osmosis is the diffusion of water accross a semi-permiable membrane and doesnt require any energy. Active transport is when molecules are getting diffused against the concentration gradient and passive transport is when molecules are diffused going with the concentration garadient",train
465,15427,6,0,0,reproduction,train
466,14080,6,0,0,Cells choose what to let in.,test
467,15554,6,2,2,"Active transport(uses energy), facillitated diffusion(doesn't use energy), and a process where the cell opens up a saclike structure and engulfs he substance using energy)",train
468,15225,6,0,0,The nucleus helps control the movement of substances across a cell membrane by telling the substance where to go.The cell wall also helps guide it through keeping the nucleus from getting stuck or trapped in something  because the cell wall is  there to protect it and keep unneeded things out.,test
469,15409,6,0,0,active transport passive transport osmosis,train
470,15632,6,0,0,meiosis and mitosis. they control what the cell does and where it goes.,test
471,15524,6,0,0,Osmosis,train
472,14352,6,1,1,diffusion only allows certain particles to leave and enter the cell.Osmosis only allows a certain amount of water to go through the cell.the cell membrane  controls what enters and leaves the cell.,train
473,15166,6,0,0,There are three processes that I know of that are used by cells and they are passive and active. Passive means that the substance is able to pass right through. Active is when it has to go through a process to go through the cell memebrane. Diffusion is another one. Substances diffuse to go through the cell membrane.,test
474,14598,6,1,1,Endocytosis- Into cell. Exocytosis- Out of cell.Osomosis- Diffusion of water out of the permeable membrane.,test
475,14478,6,0,0,1.Cell Membrane-the outer oart of the organism.2.Cell wall-protects the organism and anthitng entering and leaving.3.Nucleus-helps the organisms function.,train
476,14226,6,0,0,They have flagella to help them move the substances across the cell membrane. The cell membrane also chooses if the bacteria or substance can enter. Then the cell uses active transport.,train
477,15252,6,0,0,-selction..the membrane choosess what substancess can come inside the cell -I dont know-I dont know,train
478,14126,6,0,0,Umm...convection currents. And,train
479,15073,6,0,0,"Controls what goes in and out, allow substances to get in,and removes any thing that's not suppose to be in there.",train
480,15193,6,0,0,floatno movementwalk,train
481,14899,6,0,0,"The cell membrane use the receptors of the cell to send out messages of needs to be done. The processes are to find out what needs to be done, fix it and make sure that what was sent out is what was received.",train
482,14527,6,0,0,They use the cell mebrain to move from place to placethey can use the flow of water,train
483,15441,6,0,0,"The golgi body releases substances uneeded and send out of the membrane, The nucleus tells some substances where to go in the cell because that is like the brain of the cell, and also through the mitochondria which is the powerhouse of the cell, it tells some substances how to help the cell.",test
484,15028,6,0,0,"Cell respiration, cell movement, and cellular activation",train
485,14300,6,0,0,mRNA carries messages from the nucleus to other organstRNA transports dna to places with in the cellrRNA,train
486,14814,6,0,0,it passes through a memebrane,train
487,15711,6,0,0,"Osmosis, diffusion, and Equilibrium.",train
488,14045,6,0,0,One processe used by cells to control the movement of substances across the cell membrane would be Cell reprodution.,train
489,14034,6,0,0,"Three processes that cells use to control the movement of substances across the cell membrane is protein synthesis, transfusion, and moving waste out.",train
490,14615,6,2,1,The lipid bylear acts as a wall to block out unwanted particles and if it wants something to leave or enter it will make things like pockets and allow the particles to enter the pocket and it will close itself and allow the particle to leave. The cell also uses osmosis to allow the water to go through the cell.,train
491,14566,6,1,1,1. Phagocytosis- It traps certain materials and allows them to enter the cell2. Exocytosis- Pushes certain materials out of the cell.3. Entrocytosis- Allows certain things into the cell.,train
492,14111,6,0,0,active transport- movement of proteins,test
493,15629,6,0,0,"The three types of movements are diversion, equilibrium, and distrubition. Diversion is the process of one substance passing through the membrane. Equilibrium is the process of balancing the concentration on both sides of the membrane. Distribution is the process of moving two different substances to opposite sides of the membrane.",train
494,13975,6,0,0,anaphase: Cells splittelophase: Cells start to splitprophase: Nuclear membrain dissapers,train
495,14829,6,0,0,In diffusion the surface of the cell decised what substances go in and out of the cell. In mitosis the things inside the cell are used to move and function in the cell.In meiosis sustances pass throught the wall of the cell and do tings that help the cell do things.,test
496,14380,6,3,2,"1. The phospholipid bilayer selctively permeable to what can enter through the cell membrane. 2. Osmosis and diffusion are passively transport, meaning they go with the concentration gradient and use no energy.3. Active transport uses energy and does not go with the concentration gradient. An example of this would be phagocytes and endocytosis.",train
497,15620,6,0,0,"RECEPTER ROTIENCE ONLY LET SERIAN THING THROUGH, CHANNEL PROTIENCE LET THINGS THROUGH THER CELL WALL. SMALLER THINGS CAN ALOS GO THROUGH THE WALL",train
498,15184,6,0,0,"tRNA, mRNA, rRNA",train
499,14000,6,0,0,1. the cell can control the membrane cause its part of the cell2. the cell can control the membrane like we can do same to ours3.the cell sends a it threw littel tiny cells to the membrane,train
500,14299,6,0,0,diffusion.,train
501,14917,6,0,0,They use their flagellum to move around.They move their bodies to move like a snake.They use the hair-like structures on their bodies.,train
502,14834,6,0,0,"Osmosis, the absorbtion of substances into the cell.Facillitated diffusinMitosis",train
503,14284,6,0,0,diffusion,train
504,15750,6,0,0,MOVEMENNREPRODUCINGGATHERING FOOD,train
505,14218,6,0,0,Active TransportFacilated Diffusion   Simple Diffusion,train
506,14705,6,0,0,plasma membrand   nuclusmillia,train
507,14056,6,1,0,Osmosis-the act of transporting water through a selectively permeable membrane.  Active transport-the forced movement of a nutrient or mineral through the cell by pores on the cell membrane.,train
508,15052,6,0,0,"Active transport helps with the flow of water in the membrane. Protein transport helps bring enzymes into the cell. The channel proteins, 'V' shaped, move things in and outside of the cell. Also, carrier proteins, tube shaped, move things in and outside of the cell.Passive transport helps bring proteins into the cell.",train
509,15531,6,0,0,"difusion,",train
510,15234,6,0,0,"Osmosis, meosis,",test
511,15614,6,0,0,1. The nucules tell what to do2. Tansports the protein to the mitoconderen3. The mitoconderen turns it into energy,test
512,15307,6,0,0,photosynthesisosmosiswater diffusion,train
513,14510,6,0,0,cells transport energy across the membrane.,train
514,15724,6,0,0,"Cells use chloroplasts to absorb nutrients and it is used as an organizer for transporting substances through out the cell. Cells also use the mitochondria to move substances. The mitochondria is like the cells organizer, it balances out the substances and sends them where they need to go.",train
515,15324,6,0,0,"RNA, Vacoules, & proteins.They each move things across the cell.",train
516,14159,6,0,0,MIOSIS-,test
517,14924,6,0,0,"The cytoplasm, flagullum, and the shape of the substances",train
518,14239,6,0,0,"The three processes used are TRNA, DNA, and flagellum to control the movement of substances through the cell membrane.",train
519,14619,6,0,0,DifferentiationExocysosis,train
520,14479,6,1,1,Diffusion controls whether certain substances move across the cell membrane.Osmosis is the movement of water across the cell membrane.,test
521,15339,6,3,3,Osmosis - Diffusion of water through the cell membrane.Active Transport - Cell uses activation energy to surround and engulf the object.Passive Transport - Cell uses no energy and lets the object pass through the cell membrane with a special protein.,train
522,15386,6,0,0,telophase prophaseanaphase,train
523,14086,6,0,0,The cell membrane only lets certain things across  the membrane. Osmosis has a permeable layer that allows only certain things across the membrane.The golgi apparatus packages and moves substances across the cell.,train
524,14874,6,1,1,Osmosis- Water moves through the cell membraneDiffusion- Water diffuses through the membraneAbsorbition,train
525,15385,6,0,0,DiffusionActive transportPassive transport,test
526,15499,6,0,0,"lipids allow water to pass out of the cell, but not into it.oxygen is allowed to pass through the cell membrane, but not other gases.",train
527,14134,6,0,0,"The three process of DNA are mRNA, tRNA, and gRNA.",train
528,14861,6,1,1,Diffusion is the movement of water across the cell membrane.Cell wall keeps things in and out of the cell membrane.The selective membrane lets the good things in and keep the bad things out.,train
529,15365,6,0,0,"Cell wall, it helps keep the substance in the membrane,",train
530,14011,6,0,0,1. The nucleous tells the mitocontria to send a signal to the cell membrane.2. The cell membrane gets the message and tells the cytoplasm to start to push things around.3. After that everything gets moved into place.,train
531,14184,6,0,0,"ingulf or eating food, absorbtion asorbing, waste removal",test
532,15058,6,0,0,The cell membrane will open allowing and manuever nutrients into the cell. The cell membrane will manuever waste out of the cell.,train
533,15550,6,0,0,1.  Mitosis2. Meosis3. ?,test
534,15238,6,0,0,The movement of the body your bones to help you excersiseblood type,train
535,15346,6,0,0,The Cell moves the to another place.The membrane controls where the cells go.,train
536,14441,6,0,0,The plasma membrane will only let certain things in and out of the cell through,train
537,15329,6,0,0,"The cell has has a cell membrane top control the movement. A cell also contains proteins which determine what does and does not enter the cell. And finally, the nucleus, being the brain of the cell, also controls the movement across the cell membrane.",train
538,14876,6,0,0,OsmosisActive DifffusionPassive Diffusion,train
539,15258,6,0,0,Gel in the cells can help transport substances around the cell membrane.,train
540,14452,6,0,0,IT IS BECAUSE IT CONTROL THE BODY TYPE OF MANY SHAPES AND FORMS OF OTHER MEMEBRANE SO THATS WHY IS CONTROLS THE LAST ONE IN ORDER TO DO THE BEST THAT IS CAN IN ORDER TO MAKE IT DIFFRENT FROM THE BEST WAY YOU CAN PUT TI INTO WORLDS TO BECOME BETTER IN SO MANY WAYS TO BE THER TO BECOME THE BEST IN ORDER TO PROTECT THE ENVIORMENT,train
541,14547,6,0,0,"There is Active transport, Passive transport, and something else.",train
542,15144,6,0,0,"Movement, energy, and Mutation.",train
543,14692,6,1,1,Osmosis is used by cells to control the movement of water across their cell membrane.Diffusion is used by the cells to keep the same throughout their membranes.Homeostasis occurs so that cells keep the same throughout their membranes.,train
544,14105,6,0,0,One cell controls the movement.one cell controls figella.One cell the celius moves the cell.,test
545,14291,6,1,1,Osmosis is used to move water across the cell membrane.______ moves large particles across the cell membrane.______ moves small particles across the cell membrane.,train
546,14109,6,0,0,"One way to control the movement of substances across the cell membrane is prophase, menaphese, and telephase.",test
547,14288,6,0,0,"Some cells have a cell wall. A cell wall controls what enters and exits a cell. The cell membrane is very thick and can be very sensitive in what it receives into it.Cell membranes only have openings, like doors, to recieve certain sized things so anything unwanted can be left out.",train
548,13965,6,0,0,respirationmovement of foods and protiens in and out of the cell,train
549,14608,6,0,0,The process is called Energy Transport Chain.,train
550,14605,6,0,0,They carry itwiggle it accrostglide it,test
551,15481,6,0,0,Well the cell have to move though the membrane to the chain of reaction.,test
552,14886,6,0,0,here are three processes used by cells to control movement a dog and a cat and a human.,train
553,15428,6,0,0,They use the cell wall to keep bad things out and good things in.,train
554,15289,6,0,0,"Transportatin, When protien is giving infomation to other cellinfomation when a cell is told to do somthing.the cell does it.",train
555,14078,6,0,0,Cell wall- only lets some stuff throughgolgi aparatus- controls waste,train
556,15635,6,0,0,"1.  The cell can use transport proteins, which are always open to any and all sbstances that fit.2.  The cell can use a recognition protein with a carbohydrate chain on it to keep viruses and other harmful stuff from getting inside of the cell.3.  The cell can use receptor proteins that only allow substances that fit in the exact shape, (etc...), inside the cell... these do not allow harmful things inside of the cell.",train
557,15141,6,0,0,"Lipids,Protines, and Carbohydrates",train
558,14046,6,0,0,1. Mitosis2. Meosis3.Protein Synthesis,test
559,15581,6,0,0,The mitochondiria produce and shoot out energy for the cell.The lipids carry things across.Cytoplasm allows things to manuver across.,train
560,15740,6,0,0,"membrane, chloraph, nuecles",train
561,15267,6,3,3,"As one way of controlling the movement of substances across the membrane, cells use selective permeability. Selective permeability is the process by which cells decide which substances should go into or out of the cell and which shouldn't. Cells also use passive transport, which requires no energy from the cell itself, to do the same thing. Finally, cells use active transport, which goes against the concentration gradient and requires cellular energy. Two types of active transport are endocytosis, the process of letting materials into the cell, and exocytosis, the process of expelling wastes and other unwanted materials from the cell.",train
562,15667,6,0,0,"Endocytosis (which is part of active transport), where the cell uses energy to pull items through the selectively permeable membrane.Exocytosis (part of active transport), the cell uses energy to push items out of the cell.Diffusion (part of passive transport), the cell does not use energy to gain the items it wants but lets the items move through the selectively permeable membrane.",train
563,14898,6,0,0,Reproduction- is produsing mre offsprings.,train
564,14197,6,0,0,anaphase prophase interphase,train
565,14012,6,0,0,"Enzymes, Catalist, Eukaryotes",test
566,14386,6,0,0,"A cell consist of many parts to protect things from getting in. One part is the cell membrane. The cell membrane acts like an outer lining to protect the cell from harmful things getting in. The mitocodria, is another part. It carries out waste from the cell. The final part is the cell wall, found only in plants. This allowes a double protection feature to be sure things don't get in.",train
567,14815,6,0,0,"substances move across the cell mebrane and the cell membrane sometimes lets substances in, ussually food and water, and nutrients",test
568,15291,6,0,0,Cells conrol movement by useing flagellen and enzymes to encounter the product of movement.,test
569,13966,6,0,0,1. The postion of the cell sometimes wont let the cell move.2. The flagella will grab hold of something on the side to where it will be stuck until it lets go.3. The procees of the cell will stay in one place until its procees is complet.,train
570,14982,6,0,0,THE CELLS TRAVEL TO THE RNA AND SENDS A MESSAGE TO THE MRNA,train
571,14349,6,0,0,1.) they can go through 'doors' called channel protein2.) they can insert their 'key' proetin to unlock the cell membrane in order to pass through3.) they can be transported out of the cell by the organelles,train
572,14816,6,3,3,Osmosis. The movement of water across a selectively permeable membrane.Active Transport. The movement of particles through a membrane against the concentration gradient.Passive Transport. The movement of particles through a membrane with the concentration gradient.,train
573,15373,6,0,0,One process is through the use of cyclins. Another way is through the cytoplasm. Lastly is by use of carrier protiens.,train
574,15456,6,0,0,It is the nucleus,train
575,15211,6,3,3,"Three processes that are used by a cell to control movement are osmosis, diffusion, and active transport. Osmosis is the movement of water across a selectively premiable membrane. It requires no energy, so it is called anerobic. Diffusion is the movement of particles in a cell from high to low concentration, this process also uses no energy because it goes with the concentration gradient. Active transport is the movement of particles in a cell from low to high concentration, this process uses energy, or ATP, because it goes against the concentration gradient.",train
576,15642,6,1,1,Diffusion is the process in which something moves from a part of low concentration to Higher Concentration or High to low.Binary fission is the process of moveing something across a permeable membrane.Osmosis is moving water across a semi-permeable membrane.,train
577,14120,6,0,0,"To control the movement of substances across the cell membrane flagellum, cilium, and carrier proteins are used. Flagellum are long, whip-like structures used for movement. Cilium are short, hair-like structures. Carrier proteins are also often used.",test
578,14641,6,0,0,EndocytosisExocytosisDiffusion,train
579,14491,6,0,0,"difffusion, osmosis, and protein carriers",train
580,15488,6,2,2,"Cells have a lipid bilayer which helps to move things through the cell membrane. A cell's membrane is selectively permeable. Cells also use passive and active transport. Passive transport requires no energy. Some form of passive transport include osmosis, diffusion, and facilitated diffusion. Active transport, unike passive, reguires energy to move things through the cell membrane.",test
581,14003,6,0,0,The ER is used to direct things leaving the nucleus or help things move through out the cell.The Golgi apperatus directs vacules around the cell.,train
582,14803,6,0,0,The cell membrane lets stuff in and out.,train
583,14759,6,3,3,Osmosis is when water is passing through the cell. Active transport is when the cell requires energy to move a substance throgh a membrane. Passive transport is whe a substance does not require the use of energy to be moved out of the cell.,test
584,15570,6,0,0,The fisrt process is prophase.  The cytoms go to the opposite ends of the cell membrain.  The second form of process is Metaphase.  It Puts all of the chromosomes in the middle and lines them up.  The last process is called Telophase.  It seperates the chromosomes and pulls them to the oposite ends of the cell membrane and seperates the cell into two new cells.,train
585,15393,6,0,0,"The cell is like a fillter on both sides. One side lets water and oxygen in and the other side try to kept jerms ,bactrea and other bad things out.",test
586,15206,6,0,0,"DNA meosis  , RNA and protein synthesis .",train
587,15518,6,0,0,"Ribosomes can move things across the cell membrane, and the plasma membrane and the cytoskeloton help make it easier for things to move that need to.",train
588,13976,6,0,0,Cell Wall- controls what goes in and outCell Membrane- also controls what goes in and outNucleus- conrtols what the cell does,train
589,15392,6,2,2,"the cell membrane is selectively permiable, and lets some supstances in but not others.  in plant cells the cell wall keeps things out of the cell.  Osmosis allows water to go into and out of the cell.",train
590,14908,6,0,0,"THE INTERPHASE, ANAPHASE AND TELAPHASE.",train
591,15162,6,0,0,"The first procees used to control movement of substances across the cell membrane would be trascription, which takes protein and turns it into mRNA. Translation takes mRNA and decodes it for the cell to read and use. Osmosis is another process, used by cells. Osmosis makes the fluid in a cell try and reach equalibrium.",train
592,14610,6,3,3,Osmosis can be used to diffuse water accross a membrane.An active transport can be used to move objects against the consentration gradient. Protiens imbeded in the membrane are used to do this. It takes more energy than a passive transport.A passive transport uses a consentration gradient to move substances accross the membrane. A passive transport uses little or no energy.,train
593,14435,6,0,0,"Cells use vesicles, transport chains, and protiens to control the movement of subsatnces across the cell membrane. Vesicles eat and digest unwanted or wasted substances. When the vesicle dies, so does the cell.Transport chains carry many things across the cell. This way, equilibrium is reached, RNA can leave the cell, and many other things can occur to keep the cell going.Protions act as gates for subatances entering and leaving the cell. They open and have the particles attatch to them. They then close and open up on the opposite side. This way, things that should not go into the cell are not let in or out.",train
594,15704,6,0,0,"the nucleus, the cell membrane",train
595,14263,6,0,0,1. Absorbing nutrients    Cells must absorb nutrients in order to live. 2. Producing offspring    They must also reproduce to not become extinct.3. Adapting to natural habitats    Cells must be able to be comfortable where they lie in order to survive. They must be familiar with it and know how to live in it.,train
596,14691,6,0,0,One is the ability to reproduce so quickly.     Two the rate at which and finaly they are very hard to extinct.,train
597,14374,6,0,0,"reproduction,respiration,proteins",train
598,15619,6,0,0,"meiosis,mitosis,",test
599,14770,6,2,2,passive transport- doesnt require energyactive transport-requires energy,train
600,14820,6,0,0,"The cell membrane, the cell wall and the chloroplast.",train
601,14627,6,0,0,"1. Waste removal: Waste is removed from the cell.2. Reproduction: If the cell gets to many materials, it gets to big to function properly, so it splits into two living organisms.3. Sponge-like surface: Selectively lets things in and out of the cell.",train
602,14303,6,0,0,"osmosis, active transport,and diffusion",train
603,15382,6,0,0,the membran when it go to the nuclus when the cell needs RNA,train
604,14318,6,0,0,tRNAmRNArRNA,train
605,15043,6,0,0,Cells Use tails to move. Others just slid acrossand they work together,train
606,15512,6,0,1,The cell uses osmosis to move water in or out of the cell. It uses diffusion to move other things in and out of the cell and it uses takes things in and out of the cellur membrane because it is semi permeable.,train
607,15588,6,0,0,"Three processes used by cells include: the cell membrane, cell wall, and cholorplasts.",train
608,15575,6,0,0,"protine pump, membrane pores, phosphate pump",train
609,15693,6,0,0,Cell DivitionCell ReproductionCell Movement,train
610,13982,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane include: Keeping all the healthy cells healthy, getting rid of the bad cells, and maintaining a smooth environment.",train
611,14943,6,0,1,"mitosis, they seperate to make it easier to pass things through the cell. They are selectively permeable which alows them to chose what gets in and out of the cell.",train
612,15571,6,1,1,"A process that moves substances across the cell membrane is osmosis, the diffusion of water.  Another is diffusion, having more water in one part of the cell membrane than the other part.",train
613,14572,6,0,0,endocytosis-moving materials into the cell.excocytosis-moving material out of the cell.sodium/potassium pump,train
614,14021,6,0,0,One would be going in the vacule and being use for energy.Two would be useing the mRNA to leave the cell.Thrid would be being used for food for the cell.,train
615,15662,6,0,0,Passif of transport.,test
616,15045,6,0,0,homeostacious,test
617,14119,6,0,0,"Diffusion, osmosis. and",test
618,15245,6,0,0,1. Free pass or moving freely through the membrane2. Diffusion or the movement of water from high pressure area to low pressure are through the membreane.3. Proteins or the movement of proteins through special small tubes in a cell's membrane.,train
619,15167,6,0,0,Through regeritationThrough blood flow Through urination,train
620,13983,6,0,0,into and out of the cell,train
621,15604,6,0,0,"The three processes used by cells to control the movement of substances acrossed the cell membrane are removal of wastes, bringing in of nutriantes, and the cells growth.",train
622,14137,6,0,0,Osmosis: this process lets water based substances flow through the membrane of the cell.Diffusion: this process lets substances go throught the cell membrane.Meosis: this process opens up a part of the cell membrane to let bigger substances go though the cell membrane.,train
623,15338,6,0,0,THE CELL TRANSFER THAT ENERGY TO THE GOLGI APPARTUS AN THEN IT IS TAKEN BY THE LYSOMES TO CELL MEMBRANE WHERE IT IS DISPOSED OF,train
624,14129,6,0,0,"The cells have channels, the cell wall controls what can come in and what can go out. The channels take the subtances to different parts of the cell.",train
625,14376,6,0,0,The cell uses openings in the membrane. They move throgh it on ribosomes.,train
626,14433,6,0,0,The membrane is selectively permeable.  It only allows things through that it recognizes.  Some things have special entrances to the cell.,test
627,14625,6,0,0,Three processes used by cells to control the movement of substances across the cell membrane are mitosis and meiosis.,train
628,15728,6,3,3,Passive Transport-where no energy is needed for the transportation of things in or out of the cell.Active Transport-where energy is required for the transportation of things in or out of the cell.Endocytosis-the process where the cell surrounds sumthing and brings it into the cell because it is to big to travel through one of the channels.,train
629,15054,6,0,0,Substances go through the cell.,test
630,14674,6,0,0,"Three processes used by cells to control the movement of substances across the membrane are: the cytoplasm slowing the substances and acting like a jello to control the movement, endoplasmic reticulum, and the golgi apparatus.",train
631,14844,6,0,0,They use the flagellum to move.,train
